Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Euro Area,Manufacturing Production,1996-09-30T00:00:00,-0.4,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1996-10-31T00:00:00,0.4,Monthly,EuroAreaManPro,2024-04-15T09:21:00
Euro Area,Manufacturing Production,1996-11-30T00:00:00,0.9,Monthly,EuroAreaManPro,2018-03-14T10:49:00
Euro Area,Manufacturing Production,1996-12-31T00:00:00,-1.4,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1997-01-31T00:00:00,-0.1,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1997-02-28T00:00:00,2.2,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1997-03-31T00:00:00,3.9,Monthly,EuroAreaManPro,2022-11-14T13:42:00
Euro Area,Manufacturing Production,1997-04-30T00:00:00,5.1,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1997-05-31T00:00:00,2.7,Monthly,EuroAreaManPro,2018-04-12T09:55:00
Euro Area,Manufacturing Production,1997-06-30T00:00:00,4.5,Monthly,EuroAreaManPro,2022-11-14T13:42:00
Euro Area,Manufacturing Production,1997-07-31T00:00:00,6.4,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1997-08-31T00:00:00,5.9,Monthly,EuroAreaManPro,2022-11-14T13:42:00
Euro Area,Manufacturing Production,1997-09-30T00:00:00,4.9,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1997-10-31T00:00:00,7,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1997-11-30T00:00:00,5.7,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1997-12-31T00:00:00,7.5,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1998-01-31T00:00:00,8.4,Monthly,EuroAreaManPro,2018-03-14T10:49:00
Euro Area,Manufacturing Production,1998-02-28T00:00:00,7.1,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1998-03-31T00:00:00,5.4,Monthly,EuroAreaManPro,2022-11-14T13:42:00
Euro Area,Manufacturing Production,1998-04-30T00:00:00,5,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1998-05-31T00:00:00,6.9,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1998-06-30T00:00:00,3.9,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1998-07-31T00:00:00,4.5,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1998-08-31T00:00:00,3.5,Monthly,EuroAreaManPro,2024-04-15T09:21:00
Euro Area,Manufacturing Production,1998-09-30T00:00:00,3.3,Monthly,EuroAreaManPro,2023-04-13T22:34:00
